column_name,value,frequency,category
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 182000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 150000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 122000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(748737.0, 69000.0)",1,"Outlier-ECOD,Feature Bagging"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(224029.0, 97900.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 81400.0)",1,"Outlier-ECOD,Feature Bagging"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 161000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(258731.0, 86500.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 156000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(226167.0, 95800.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(224029.0, 107000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 183000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(924695.0, 107000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(224029.0, 83300.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 181000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 191000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(226167.0, 91700.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 104000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 143000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(224029.0, 127000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 133000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 184000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 0.0)",1,"Outlier-ECOD,Feature Bagging"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 151000.0)",1,Outlier-ECOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(748737.0, 11200.0)",1,"Outlier-ECOD,Feature Bagging"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(226167.0, 0.0)",1,"Outlier-ECOD,Feature Bagging"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 0.0)",1,"Outlier-ECOD,Feature Bagging"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(682342.0, 9350000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 18300000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 199000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 16600000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(682342.0, 9180000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(682342.0, 9160000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 19500000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 16500000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 18300000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 121000000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 17600000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 17100000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 131000000.0)",2,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 123000000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 127000000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 125000000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 128000000.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 53300000.0)",1,Outlier-Feature Bagging
